Ventas_norteamerica,Calificacion_critica
2008285.2939219882,63.55061570823577
13064.270555297378,58.530528884536416
193088.9844707194,76.75601053610043
678301.0089156989,66.73497496752182
376543.1276292054,90.76294713223848
283255.44859588105,74.0823436113081
1028338.7059201936,70.73721162414148
1609092.6072919907,47.24672188751568
383486.9976075625,68.42533873824951
416202.9758589259,77.20587277923285
263450.6005750952,65.34406656038907
227439.1297402174,69.28637525854207
124301.80842243327,72.1437930297102
84763.3842336366,65.81669272055807
12842.203400870552,65.5068209514588
1388801.716655155,68.76563192943935
237571.7619579372,-4.3840376419645395
315936.9012289722,52.34805571008765
857368.3168441141,70.91952358394316
174355.9707731143,68.21873453807716
83617.29030581057,63.66606330361614
247909.1257192074,63.58736517249236
472119.1976212357,54.47010334736372
49309.38289878226,68.21782653906317
101876.83242004999,79.39403013297834
40521.31099078833,68.5555468341066
44985.676430904074,75.45076803586275
1628876.8944009985,78.98982406205735
445496.8636971553,77.00873559231604
91332.67249827908,82.43174612475336
213335.1137442572,69.4321459913694
1187276.2510133896,74.424998239774
215337.1975261026,60.18235245937343
74635.675167538,55.14295650200193
462536.08031706506,66.94310283611429
42574.83514830278,52.89108229871865
246070.63392056717,38.88408260970749
873524.3515134929,53.840505799447065
975333.0646353539,89.16824240505171
203862.7104453126,77.06060727171989
100724.44449271407,74.3033758447533
156561.1127155063,46.17622477314699
11251.66003952903,62.76392527521651
282017.99039976014,-18.08449067148291
24395.926096012292,66.4271553708707
354594.8831590601,85.10329315368568
58610.626234380994,59.6271621577951
183964.7618697207,70.34647023769408
22692.764411685348,58.44464504182286
687708.2211033853,74.7284362252733
99405.25678796245,78.37009828643143
399928.7570314996,87.966889017322
109042.00883193297,58.98827062021948
1034332.4643905764,59.209587473806735
280579.4787795272,50.34012622779588
74685.52322656236,58.23972210315108
243996.61686531472,65.71373592642166
532310.3658312103,78.63216639635218
22311.487609989475,77.6613518517309
533478.8803078374,62.33803249673815
1104024.3583913548,41.89071272842219
1675856.000594177,58.05732340897795
205433.14487159305,44.83130117706287
362368.0345014886,64.2834759882971
12865.176449285413,74.86039904852537
1121348.6867591976,86.90542231640146
252600.00827138888,72.80236895725888
157488.8537853873,68.75439230693968
329493.7614283668,51.87232725255224
555260.4737011793,29.099939907075544
16863.17340405821,79.51159230230645
15901.07376622106,59.40473660846881
158579.58497938787,66.60671907870568
38562.86465748079,82.21232456537282
131302.14096261637,43.59719783240717
61468.48046557553,60.43790281341535
255755.0898847088,53.62442978502202
88442.34833640995,69.71373630951591
29193.789363696356,63.44557313093442
639100.95533871,74.8699333460442
57615.39698668668,82.78466294413795
492035.8312580003,66.11920979528617
250891.2364080387,63.733177636184024
53987.984532403294,19.765979329243677
275807.7738100227,58.735126587456804
30345.037880836928,80.03782743213206
1287112.677233434,78.24652363480101
226970.3165818302,45.67528834796441
295614.51423704234,56.388064279584015
45679.18450627918,26.386512866835545
17042.920827971247,39.37814811938675
77330.7253384614,65.6362660714057
121460.46125478687,75.61457886312103
547087.1281327021,84.04655261849386
63889.29940782243,79.63365119038949
114846.38989422302,58.82284396994359
27205.1113797499,77.51081627699112
904358.0445546231,90.85448017715333
440661.73674635385,43.29365049876287
202181.72496582713,81.06329887063964
