Ventas_norteamerica,Calificacion_critica
930077.3327759217,93.49764349685049
902454.713804055,59.93980731996321
537597.528754492,80.2936582577421
4199243.83444918,96.4858429163101
356899.64683354594,89.55330531912813
854439.577345247,90.64206249946577
394325.21589292976,90.21663151966155
1087286.9554497504,79.82903060239411
258282.83690390174,88.37524085908272
2489532.399563431,78.5740899695696
966629.5262028178,98.31234096978478
138160.78036528206,84.38761450134828
1301535.539004401,68.55464394249837
69171857.99046881,91.61808828887388
1853444.079292978,65.45999458606279
121505.62010195326,78.0643216380352
541156.8533798036,75.07046418779382
163905.53190955878,81.25444563214411
3431397.404097923,64.86265065172773
395430.157946182,82.41197579963776
1463378.6347066902,73.50049614075304
2587306.2368114325,80.68713815302735
730709.3181026618,85.10439448577198
1212542.7816897584,89.47580214829122
520095.9299608609,81.71785290593009
26418.08284830559,71.00882383941997
683660.5010970854,94.02311072158346
1953461.684996159,80.684777603989
1422301.7900780058,91.0372751481623
499072.6787177231,72.53761644489488
52267261.30374751,80.08261937539746
1249748.4439964895,82.00588354357014
2643687.1084175864,87.77253297135391
50151.042461537334,64.88960024497011
60666.637416684,80.32348004861268
848276.0114906036,77.8264178411236
434445.50474650325,90.13267387661901
958626.7045148041,80.34489148197946
73127.23765168268,79.93577213956007
705124.7375799048,88.74280223731617
743277.0425558111,74.8856297299602
314883.92185616057,72.25436107767128
1383319.362777073,89.51094859774847
48712.08049665783,83.28397831628376
555763.8055709829,75.96090992759592
531199.4490220434,81.9764527646565
2462659.9418779872,81.19750092019436
237678.02144604127,90.1685662812998
294078.09151405015,92.2761820358204
1260197.694940391,83.40382885824543
200949.2719080719,79.89201153585218
103406.30062297857,87.27593663621809
779860.1110607638,81.13365121464429
373532.32064296375,66.33023994452094
4116414.6220150026,75.4779343104214
717319.0475102155,82.59578919043147
257008.82341543288,75.00550739759345
586216.1157927144,88.2881540256663
477080.22734967945,87.34966254291992
727927.2504258016,80.45833306423056
497992.2216564835,80.27203351813571
617430.8405936455,69.92843025787792
283027.1663584348,87.23222608278317
635883.4793825707,87.73574345476071
53289.287926508,77.86545874997455
63338.80252357945,83.08438974373823
512770.51224012394,56.597361955223036
2256982.917277967,70.3782683757199
761973.7087882223,68.72729308279177
73811.60087358615,69.60244504156047
293324.99703462166,87.51148620989198
1259.337979541896,88.9147146474289
812307.323275798,68.7582621910238
215959.4718148014,87.99452061829042
348394.1504013756,91.87179929149332
1725916.6295412104,69.68078640949574
113002.23303904642,63.482871005296374
1404520.8025318596,63.56851958864458
1382882.9397995395,94.97596775156266
530250.8250522877,65.36929943248401
1192399.4910318365,94.63957352002372
1672328.8094510396,80.97463613886227
984901.5657235906,80.30916458347909
1005227.3735516064,81.41979756356407
379809.4852139246,80.38036638124562
955507.3205792034,78.18349250867394
1845893.0625697968,72.85269004906971
1633532.6639765548,86.8718825134329
1936004.798701444,99.60863282247303
627977.8451865871,83.67749170040815
4590801.5125879,84.79637248454532
1102686.7842597445,96.04615244904787
291810.0651547792,88.01391018648295
124228.97767428395,84.29502074151675
3176991.511168028,71.26272771631298
1359982.5325857485,63.93698383829183
883420.6240041652,90.61691673189696
22229.0948078464,88.24667067522196
1242230.127404528,78.12029284257346
1273182.6915252842,77.71452872763524
1640425.8634255158,91.21512095212276
4812667.884859306,91.35166556695421
882742.5621079636,80.48872870955876
2262457.0055244607,73.8710230578528
87551.19615820391,87.75415051846034
802233.2685066474,64.66084235739083
4906971.810802095,92.36002482168726
11228241.451459125,89.61603478541024
1358925.2205096895,83.22725973788774
571644.2863638642,54.97013330504894
251441.92384718393,94.27310284329349
15482527.68892037,95.25501571236242
1243550.1930742175,61.16680882334913
434402.4851007851,93.26616783268575
318284.9817611414,82.33195795370199
642806.5699067527,83.41737794613037
1562112.632661791,94.76791983313898
1267012.5310687884,76.4528034557554
897902.3266944437,75.61028165798055
847701.0546386096,87.70074605767692
1279589.3903070195,65.0352992841986
462415.0479328225,81.92523934917327
465571.24278524145,83.08386707682386
1172588.7213542021,90.8363420995559
336676.2358915519,77.50542093904673
1343817.0667794019,71.85958008561474
49174.95535230867,76.25216049740165
118312.09519556307,77.5653835316242
3778330.279393441,84.86688135470291
390272.5442212548,80.58977497349758
770754.6846285363,67.0671521225606
777479.1642598805,93.37163187582681
1862688.3780674723,83.51064304112903
749246.5992882048,74.96717756720625
306520.70280123356,72.74657474872744
281465.3760353262,65.35578577353147
1691753.5108116735,89.82433270115267
919751.7384330343,86.44119821117631
735213.2139200874,92.11012629060305
1114655.0776754674,82.43600099389724
780715.5039215754,81.84698560495329
252835.85325223286,67.98280752847988
460546.436348935,83.51860027303626
1774846.8145707385,96.63824215755592
29952.360213955268,70.79639029048421
1364234.294917748,91.9629834536899
15534.341913303468,90.52028760722882
1089327.276233602,94.86853976931201
4010450.028009917,81.20076847589198
206068.4416385349,76.05374196176956
897416.3552922176,94.24112497750151
549761.729281123,75.62615650147495
78382.26425295674,64.40727901654914
601310.7912082361,84.7586356548851
446040.0207939244,94.5364555386063
342808.15713786514,75.94859743117732
448635.4248075575,76.7119397417999
1094787.125952162,93.24740810609538
43506.28334721379,91.5544364431002
137924.6035429459,70.15545049742327
7699253.6753128525,92.13595927512736
77537.25028529944,56.93352357836148
514554.88283170125,66.43854010856673
715736.8298024985,90.77804015138862
2081643.6887595062,67.44630844237489
654132.2806026059,81.80257899925168
3582234.065674419,70.83125658187701
394421.9636149636,82.56254831077953
1665430.1824209453,85.5302135521903
663406.9534960167,86.02280085314874
734686.0827377159,67.28632400105104
317895.0271735835,97.28501081039869
