Ventas_norteamerica,Calificacion_critica
521976.3657346742,73.0240237886227
10856.069033536183,73.21885990099577
552421.4578034178,63.71970225474384
523294.62588545884,53.633402101015875
94022.46620386872,83.12980229752522
27837.91960614367,77.04338883443086
60538.04554192967,62.777878936969415
98819.06761137466,49.73055428146517
144851.0997184298,71.01740772633991
217776.61201383802,69.83883337538494
59044.8434435822,65.62406643640992
71429.63168435908,33.16757557343696
259988.58198194628,84.21979605830126
156084.14925459665,78.54211815433489
100294.64202519807,57.49835907436048
20714.657026663062,67.07829203237804
14549.01013965582,68.73872115100006
4415.355787180462,72.06630051260176
206944.13906577398,58.5052591490946
1122930.6669040588,64.92787934109123
150789.3280036287,77.04679106944941
183962.3220829706,71.78987250387712
52977.610253556515,84.25532015820946
290248.8355414742,67.8750256182111
121862.77804792882,78.27645608950304
164186.41799302128,87.38707238282434
230678.37182028266,80.13241973745365
34341.53206338062,72.95249171621006
156685.9877750332,63.256610130146726
101376.4431800526,81.27152006016344
119801.3263039275,59.40787407473404
93375.15957813361,71.16651440701986
64259.68456628753,75.6882635068996
289204.70081859623,56.24685790599798
585415.1019993422,75.58315782828316
264549.0130726787,75.0489716327661
73526.62277156682,75.13623405618502
192643.8374454095,63.49757981874815
136306.16497323557,73.60249304052226
5126.764113005103,73.03406245094912
25610.68239256336,62.17968708319688
1031327.3354772748,76.61614454360247
21806.575548236848,67.83753022687661
130668.35258938644,67.1015740898009
120177.77528002694,68.10474168374677
61796.892880139814,75.83820958201544
149289.4276561645,81.38370458211467
37017.65332144436,55.030312453982106
80734.52450256071,64.6936309266229
182340.73930809193,76.22078418064062
55798.174681371886,59.56499996365842
85166.2824866895,84.18637041156441
2612256.8452130524,58.66635027068358
7279.421724818155,74.79474715976056
1699466.858020912,79.30499043462981
50037.879762836405,55.08969790200091
335688.36253781203,84.44037452112669
113592.34491818726,84.2282226848447
995749.4606573606,78.83899605258189
37490.72362021172,71.13086061823867
118227.23412209073,72.07234699323426
28986.5554346905,54.783133567746795
1855793.4170141895,64.79477085445833
80458.69314723773,70.82757021942606
186470.0293744386,66.89668249836329
178665.5585321156,69.62567364396361
195363.66184028555,51.70109695958578
73575.4764744976,71.54768195573769
285382.4632874242,61.077468072753916
508127.2884344356,74.91934853449092
56846.122930972866,78.16338730221007
136029.68536589234,82.17579624466944
376738.96768372564,74.78485719942928
181009.1599291062,70.72106863618195
44255.02986276051,48.71496894654499
134861.85404643256,57.129798073674536
111772.4607263184,83.01315564092855
128922.16209508294,52.64223514038873
118847.38171072956,51.67219337987614
1131536.7482154893,73.29319770822538
62182.224804752506,78.2294411531262
224774.5148846154,72.29452196915376
112934.30053383861,59.18216994960535
335605.04806667933,83.33393146479061
20348.358841098427,65.5080952915716
267807.3124595046,69.22773929986148
109145.19160287491,68.49762951761737
76341.03416512776,73.42051641082963
111220.54314055442,69.11130676906862
76975.26230203097,87.24097582190444
103947.01324583318,69.64288436911059
36304.33212246412,55.0436959936559
19151477.338511996,78.26698460685202
112747.94612655487,63.02322937843405
209173.69219082256,84.02600470821058
315241.3884434008,50.91039315959754
92904.09019835995,48.07973141634595
121206.44613116217,75.70763281826355
12569.72499490383,85.41270932647446
283393.2339675606,71.39913015444722
154599.2130489433,50.491004335626286
177923.87846581245,71.50760788895921
44824.575521353225,23.602049411446725
